review_date,title,review_text,user_rating,reviewer_name,review_no
"October 23, 2010",Davidoff  Chateau Haut-Brion,"  Just smoked a Haut Brion given to me by a GREAT friend. Don't know the vintage but I'd estimate 87-89. It has clean, smooth, and so flavorful, filled with floral notes and roasted nuts. It was the best cigar since I smoked a Dom Perignon a few years back. Even down to the nub, it was outstanding.",5.0,tocayo,4:
"September 27, 2007",Davidoff  Chateau Haut-Brion,"I have amoked these for 20 years, the latest was last week. They are simply the best smoke ever rolled. Wmall, they pack so much smoke into every puff, if you can find them at auction pay any price.",5.0,cigarloverjcv,3:
"September 29, 2010",La Escepcion  Gran Gener,"   i got one of the   La Escepcion Gran Gener cigar in its cardboard  but it was in a normal wooden box for 30 years  pls i need an advice how to retarn this cigar to life again
",0.0,alxander-kt,2:
"December 4, 2015",La Escepcion  Selectos Finos,"  One of the best Cuban's I have smoked in 20 years! Habanos is hit or miss for me but they had a master blending this cigar. Most of the time you have to be worried about getting a plugged cigar with a 38 ring gauge but not with the La Escepcion, perfect construction, great flavor, amazing cigar. These will be going for $1000s at auction in a few more years, I'm lucky I've got a box!",5.0,oregonsa,7:
"January 1, 2015",La Escepcion  Selectos Finos,"This is absolutely fantastic cigar, RG isnt big but stronger than imagine, smooth, flavorful and good taste in all thirds. It seems so hard to get now, but definitely worthwhile to get 1-2 sticks",4.5,hoepssa,6:
"September 21, 2013",La Escepcion  Selectos Finos,"  Terrific cigar. Hype and other reviewers claim these are very strong. For me it was smooth, very creamy, sweet with Sir Winston like flavors. No nicotine hit.  Lots of smoke and excellent aging potential. Love the format!",4.5,cigarcritic,5:
"December 31, 2012",La Escepcion  Selectos Finos,"  So the hype had settled and I received a blind from a friend and the wrapper was exploding, as it was smoked evry 1/3 of an inch

The funny thing is that it reminded me of Partagas from Sancti Spiritus factory form 2008-9 the same size, the same cigar, the same taste - just different packaging

My question is: Where is La Escepcion?",0.0,bonvivant,4:
"December 10, 2012",La Escepcion  Selectos Finos,"  To each his own LEM OCT 11

The idea is encouraging, the tobacco is good and the blend is inferior, plus the factory where it was rolled does not do the justice for a revival of a supposed to be great brand/cigar of the past. The packaging is superb and morbid at the same time - like an obituary  to something long gone and lost - very sad disappointment.",0.0,bonvivant,3:
"April 24, 2009",La Escepcion  Longos,"  Still working my way through a box of these. These are really, really exceptional flavored cigars. They dont make Havanas like these anymore unfortunately. Deep Rich and very earthy flavors. Very complex flavors that change throughout. I dont think you could want more in a cigar. I rate these far above the cuban Dunhills and Davidoffs that I have had(i.e, Davi #1,2 and Dunhill Cabinetta and Mojito) that IMHO are past their prime at this stage. These thin cigars are nowhere close to past their best and will continue to evolve for many years. As I said above if you can find them just buy them, dont even hestitate. they are that good.",5.0,bjm,4:
"April 24, 2007",La Escepcion  Longos,"If you can get your hands on these dont hesitate. The most recent ones are from 1987 as the brand in total was discontinued shortly after that. These are some seriously old school havanas. Amazing deep strong complex old school wonderful flavors just loaded with finesse. These currently go for around $600 a box if you can find them, and yes they are worth it. Like all panetellas the draw can be on the tight side but you will quickly forget about that when you get a mouthful of these aged treasures.",5.0,bjm,3:
"March 14, 2007",La Escepcion  Longos,"had one from 1980s.  earth, dirt and minerals.  no baking spices, no sweetness, just earth.  i wish there were more ciagrs like this, but I would mainly have these around as a change of pace.",4.0,moogjuke,2:
"October 8, 2007",La Escepcion  Cazadores Miramar,"While I was helping my Grandfather go through some of his old stuff, I came upon a old, damaged Punch box.  Inside was 13 of these cigars.  I am not sure what year they were purchased, and my Grandfather does not remember either.  They are very dried out, but not damaged at all.  I will put these in a humi with low humidity and work its way up to (maybe) restoring these cigars.  I think a year should do the trick, but I will see.  I really don't know what to expect when they become smokeable.  Right now, they have very little odor, and they wrappers are wrinkly.  Two of them have been cut, but my Grandfather said he often did this, so he did not have to carry a cutter with him.  I will post next when I have smoked one. (in anticipation I will give these a score of 5, considering the shape they are in)",2.5,jkeller115,2:
"June 2, 2009",La Escepcion  Coronas Extra Largas,  very nice,5.0,luk,2:
"August 30, 2013",Vegueros  Seoane,"  A well-made, even-burning, good-drawing cigar with the floral notes common to this maker. A wonderful small cigar.",4.5,miskis,13:
"September 1, 2010",Vegueros  Seoane,"  After finishing a cardboard pack of 5 sticks over a period of a few months, I feel that I have come to understand this stick. Despite being touted as a fuller bodied marque, I found this particular stick quite mild in flavour and light in body. Quite a contrast to the No.1 and No. 2. On the tongue, mainly freshly brewed black coffee with aromatic wood and some dryish, cedary notes. But on the nose, very floral, sweet and fragrant, freshly cut grass and incense. Some citrusy nuances creep in towards the final third. One of those sticks that you must enjoy with your mouth and your nose. Ever present spice on the tongue. Surprisingly thick and voluminous smoke for such a small, delicate stick. Deceptively long. Very well made and burns even. More of an aperitif cigar and a good one at that. Now increasingly rare in Australia but will certainly age another pack of 5, maybe 2 packs, for the short term to see what happens.",4.0,sengjc,12:
"October 14, 2009",Vegueros  Seoane,"  Mild, but very good.  I was suprised by the amount of flavor.  Draw and smoke was great.  These are on the reorder list!!!",4.5,bludog,11:
"August 20, 2009",Vegueros  Seoane,"  After reading the reviews on this site; I thought it worth a try. I had expected a box of 25, not 5 packs of 5. They were smaller than I had expected, slightly oily and soft to touch with and a gentle aromatic tobacco smell. Not quiite my normal smoke- at least they appeared well made - hand made. On lighting, the taste was subtle with surprisingly plenty smoke for the size - a pleasant sweet smell. A most enjoyable easy any time of the day smoke - Had several - each one a simple unpretentious pleasure - any time of the day. Strangely it has grown on me - not normal for me to be affectionate towards a small cigar.",4.0,patrick5,10:
"August 22, 2015",Vegueros  Mareva,"  Not a great cigar. Not a bad cigar. Just a good cigar I smoke when taking a break fly fishing on the river. Full flavor for its size with notes of citrus, perhaps tangerine. Draws well.",3.5,miskis,12:
"March 11, 2015",Vegueros  Mareva,Most things are good with this cigar.A slight bitterness (mostly pepper) spoils the fun.Price is not bad but there are more classic offerings at similar prices.Surely one that deserves a try.,2.5,pancig,11:
"September 15, 2008",Vegueros  Mareva,Unique cigar. A must try once at least. Reviewer 5 is right about the draw and the uneven burn. Yet typical unusual grassy aromas. Simply unique,3.0,kriss,9:
"May 29, 2008",Vegueros  Mareva,"Very impressed with this Mareva.  It really is good quality.  Nice to look at, firm, burns well, nice aroma.  As described well by others, a unique sweet grassy flavour.  Mild cigar, great for a day smoke and a change of pace.  Also very reasonably priced.",3.5,swan25,8:
"July 29, 2013",Vegueros  Especiales No. 2,"  A well-made medium-bodied cigar with a definite floral flavor along with a taste of citrus, maybe tangerine. Good draw and an even burn. A nice smoke.",4.5,miskis,18:
"April 20, 2013",Vegueros  Especiales No. 2,"  Smoked the 4th out of a 99 box. Although these are rolled quite hard they had a perfect draw. Strenght is medium and there is not overly much evolution. There is some sweetness at the beginning which fades into coffee and chocolate. You can taste the fine, aged tobacco and there are some salty hints from time to time. I had 14 year old cigars smoking just like a shadow of their original taste - this one has developed into a rich and remarkable example of cuban craftmanship.",4.0,lost-trailer,17:
"April 14, 2013",Vegueros  Especiales No. 2,"  Very nice small cigar. Full body, but it has lost some flavor since 2000. Nevertheless a very good one. Earthy, wood and cacao throughout. Even construction burn. Anyone who gets a hold of any Vegueros is lucky, as they have discontinued the brand from 2013. Shame, because this used to be a very nice line coming out directly from Pinar del Rio.",3.5,dimi681,16:
"March 30, 2010",Vegueros  Especiales No. 2,"  Got this as a free sample and probably dates back to 99 since the shop that was selling this has stocks of the 99 vintage and the fine powdery is evidence of its age. Then again, it might very well be dust and mold. In any case it wiped off easily enough without leaving a mark but I digress.
Anyway, it is quite an elegantly made short panatela with a smooth, colorado wrapper. Burns even with a workable draw. Overall flavours are mainly earth and wood with some dark chocolate and coffee. Not much sweetness and about a medium bodied smoke. Burnt nice and even. With some care, it did not overheat. Overall, the smoke was quite good actually. It has its own distinct character that I certainly will not mind sampling again in the future although I wished something can be done about its pricetag.",3.5,sengjc,15:
"June 29, 2009",Vegueros  Especiales No. 2,"  WOW!! SCO 5/2000. This was a very surprising smoke. I burned my fingers smoking this one. The taste was mild-med with earthy,leathery taste. Never had to relight and it burned evenly all 5 5/8 of its lenght.",4.5,lomnhernandez,14:
"December 2, 2014",Vegueros  Especiales No 1,"  Very good cigar too bad it is hard to find this days. Bought 4 boxes 2 from 2000 and 2 from 2001. Very mild good cigar in the morning with coffee or in the after noon, some nice Pampero Rum or San Tiago de Cuba. Earth notes wood flavor.",3.5,aviation262,31:
"April 5, 2014",Vegueros  Especiales No 1,"  Found these for $164 a box.  Picked up 2 boxes, one from 00 and the other from 01.  What great cigars, perfect draw and smooth as silk.  Almost like a Cohiba Lancero...",4.5,chrismez,30:
"November 29, 2013",Vegueros  Especiales No 1,"  This is a good cigar that was well=made in a difficult-to-roll format that featured an even burn, and more importantly, a good draw with plenty of smoke. Floral flavors and a touch of tangerine accentuated a medium-full-bodied tobacco taste. Not a great deal of complexity but worth the time.",4.5,miskis,29:
"March 31, 2012",Vegueros  Especiales No 1,"  My first Vegueros ever and what a nice suprise. Medium bodied, toasty tobacco flavor with some vanilla bean tones. Very nice.",4.5,bassman,27:
"August 25, 2010",Hoyo de Monterrey  Short Hoyo Coronas,"  Nice unpretentious cigar, mild to medium both in strenght and taste and good for a mid-morning or mid-afternoon smoke. Construction is pretty good so draw and burning didn't create any problem. There's little trace of evolution and complexity of course, nevertheless the flavour is good and consistent from the beginning to the end, with mostly woody notes.",3.0,sasha,23:
"December 6, 2009",Hoyo de Monterrey  Short Hoyo Coronas,"  Very good cigar, not as light as you would think but not strong a all. Great flavor without power is always a welcome change",4.0,indyrob,22:
"December 18, 2007",Hoyo de Monterrey  Short Hoyo Coronas,"I have a box from Jul 06 of these. All I smoked were excellent (half-way through). Good construction, with a draw that is alright but on the loose side. Lovely pre-lit smell, sweet taste, woody, nice aroma. An easy cigar that can be enjoyed anytime. However, these cigars are mild, so if you prefer fuller smokes, try a different petit corona. 
I heard they have been discontinued. A pity.",4.0,titobueno76,20:
"March 30, 2007",Hoyo de Monterrey  Short Hoyo Coronas,"I have to say this is the most disapointing of the HDM range I've had. Tried some 99's, almost cardboard.  Then tried some 03's, better but still bland and unappetizing.  Have given up on these even though I am a huge fan of HDM overall.",1.0,antipodean-smoker,19:
"May 5, 2009",Hoyo de Monterrey  Royal Coronations," The information on this cigar is incorrect. This cigar is still very much available.In fact, smoked an entire box of these last year.",0.0,snapsix,2:
"April 8, 2015",Hoyo de Monterrey  Short Hoyo Piramides,"  Fine looking cigar. The start of this stick was sweet, with hints of vanilla on the retro. Leathery and some cedar in the middle. Great first half. Second half the cigar showed youth all the way to the end. This cigar has tons of potential. Patience is the name of the game here. In 3-5 years this stick will be outstanding. Burned well, nice draw, but construction issues at the end. Med body, full at times. Wouldn't buy a box due to my lack of patience.",3.5,purophene,10:
"April 10, 2014",Hoyo de Monterrey  Short Hoyo Piramides,  The first one had some construction issues and was an uneven burn.  Let them rest in the humidor and the rest have been excellent.  Cigar has a very good medium body taste and nice earthiness.  Very veiny look to the cigar and really good taste.  Cuban at its finest.,4.0,bmoore21,9:
"November 23, 2013",Hoyo de Monterrey  Short Hoyo Piramides," This was an average cigar for me. I bought just a single stick and it had a few construction problems, there were also glue stains all over the cigar. The draw was tight but semi workable. all I can say about it was ""average"" at best.",0.0,oregonsa,8:
"May 17, 2013",Hoyo de Monterrey  Short Hoyo Piramides,"  A fine cigar with a colorado maduro wrapper. Well-made. Smooth, even burning with lots of rich aromatic smoke. Typical HDM flavors with earthy overtones along with cinnamon and chocolate. Benefits greatly from a few months rest in the humidor.",5.0,miskis,7:
"February 28, 2013",Hoyo de Monterrey  Short Hoyo Piramides,  Bought two boxes and thinking of buying another one....one of my favourites.,5.0,kamaz,6:
"December 29, 2016",Hoyo de Monterrey  Regalos LE 2007,"Rich aroma and wonderfull dense flavour with enhanced HM character, plus spices (as a good friend immediatly pointed out). Lacks an easier draw, I'm afraid - the proper grade should be 8.5, but since such grade is lacking, I take the risk and award it a 9.",4.5,heinrich,35:
"May 27, 2014",Hoyo de Monterrey  Regalos LE 2007,"Old smell, good draw, dark beautiful wrapper, white ash.

Its not a complex cigar and its very enjoyable at any time. Its smooth, oily, sweet chocolate, with a light to medium strenght.

Rating : 87/100",4.5,nanerobert,34:
"January 11, 2014",Hoyo de Monterrey  Regalos LE 2007,"  Hoyo de Monterrey Regalos LE 2007-DIC-07-very good tobacco, a sweet cigar with good complexity, cacao, coffee, some leather and a licorice note on the end as mentioned by others, spice but quite subtle. Meduim-full body. Perfect construction and burn. I had smoked some before, but only now they show their full character.",4.5,dimi681,33:
"March 26, 2013",Hoyo de Monterrey  Regalos LE 2007,"  Smoke few pcs of this cigar, very rich aroma, taste sweet, complex with taste of coffee and cocoa! Excellent cigar",5.0,jaxx,32:
"February 5, 2013",Hoyo de Monterrey  Regalos LE 2007,"  Smoked one which i kept in my humi since 2007.The taste was very good and consistent throughout the smoke.Nice aroma ,not spicy as many state.Burn was uneven, draw was perfect.I still have another one which i will age.Good cigar nevertheless.",4.0,kamaz,31:
"July 28, 2014",Hoyo de Monterrey  Piramides LE 2003,"  Amazing cigar. Starts out mellow and sweet, becomes spicy and creamy in the second half. 11 years of proper aging has done wonders for this cigar, and I believe it has 5 more years before it peaks. 9.5/10",5.0,nightdiver,38:
"January 3, 2012",Hoyo de Monterrey  Piramides LE 2003,  Just come back to these since my last review. Smokes very nicely and stands up there with the very best. The flavour has developed over time and the taste is stronger and more pronounced without being harsh. A highly recommended smoke if you can get your hands on any.,5.0,mike-p,37:
"September 19, 2010",Hoyo de Monterrey  Piramides LE 2003,"  I have had quite a few more since my review #34. Consistently well made, fine wrappers, even the binder can qualify to be wrappers. I can barely notice any veins among the filler when I clip the stick. Burns dead even and draws like a dream with just enough resistance to remind you that you are smoking a cigar. With time in the humidor, the flavours have become progressively stronger as with the spice levels. The flavour profile has also changed, becoming slightly drier. My first impressions have changed little and I find it still relatively mild in the flavour department but as before, silky smooth and thick, rich smoke. I must say that the nicotine strength has increased somewhat. I actually begin to get a bit of buzz with the later sticks. Sadly, I am down to my last two.",4.5,sengjc,36:
"September 5, 2010",Hoyo de Monterrey  Piramides LE 2003,"  I have kept a box of these since 2003 and felt they were pretty good then. I haven't smoked one since 2004 and wanted to know how they were getting on so broke the seal the other day. A well rolled smoke, god draw all the way through, an even burn and well sized ash before it dropped so indicating a construction that can take the test of time. 
The flavour was excellent for the first third, smooth and aromatic with a medium flavour - indicative of spice and leather. the second third developed the flavour - bringing in a classic pepper and slightly bitter (I say this in a good way) flavour. However, I left the cigar and then returned to it for the final third and the flavour had become over-developed and not as good as the mid point. 
All in all a good, classy cigar and I look forward to the rest of the box.",4.5,mike-p,35:
"January 25, 2010",Hoyo de Monterrey  Piramides LE 2003,"  First of eight from the local La Casa del Habano here in Melbourne, Australia. These did not come cheaply and apparently it came from the last box available for retail purchase in the Asia-Pacific region. Apologies as I did not get the box information. Anyway, stuck it in the humidor for 3 months. Finally caved in to temptation and got one out today after dinner.

Prelit aroma of earthy hay and milk chocolate. Well made and the wrapper looks darker than usual HDMs. Clipped it to make a small hole as HDMs tend to be light in body and I was hoping for a greater concentration of the smoke.

First third was light with sweet woody tones and a tinge of leather. As it progresses to the second third, there is more leather and toasty flavours creep in, yet the sweet woodiness remains. With the final third, the body steps up a notch. Around the last quarter, the smoke becomes slightly tannic.

Even with the smaller than usual hole, the draw was excellent. The burn is even. Plenty of smoke but it is rather light in body. Excellent flavours and perfumy aroma prevail throughout. Elegant and not overpowering. A cigar for the day rather than for the night in my opinion. One for the golf course or party rather than solitary contemplation.",4.5,sengjc,34:
"June 23, 2016",Hoyo de Monterrey  Petit Robusto,"  might be a better way to pass the late afternoon into evening watch, but I am damned if I can think of it right now. Sweet little smoke with right amount of zing.",4.5,baobab,188:
"May 27, 2016",Hoyo de Monterrey  Petit Robusto,"A beautiful 45 minute smoke.  Mine was well constructed and burned well with a few touch ups required.  The draw was great from the get go.  Sweet and creamy with light cedar and chocolate and vanilla flavours beautifully balanced with earthiness and a soft pepper.  The pepper disappeared after the first third.  Part of a sampler pack from CT so I can't vouch for date but probably quite young: 2014 or 2015.  Mark me down for a box of these lovely, elegant, mild cigars.",4.0,pdpwilliams,187:
"November 24, 2015",Hoyo de Monterrey  Petit Robusto,"My favorite cigar. I smoke one of these every weekend but I think I could smoke 10 per day. It's mild but with strong flavors. It's creamy but not too light. It's a bit bitter but in the goo way, it's like a good dark chocolate. The flavor is very unique. I like also the format (it last 40-45 minutes) because when you finish it, you want another! You are never bored by it, always a pleasure. This is a gastronomic cigar. Try it, you will love it.",5.0,yellowspeed,186:
"June 2, 2015",Hoyo de Monterrey  Petit Robusto,"Two years ago I said I'd be happy if this was the only cigar in the world.Today I come back to these just to express my disappointment because of their almost consistently unacceptable construction for some time now.Draw is so tight that they are almost unsmokable.I store my cigars very well and I know that these are problems of really bad quality control.At some point the myth that these things happen in hand made cigars,has to stop.These things happen only in CC's .
When at last our hard earned money will be respected?No more money from me to HDM no matter how ""good"" they are when you are able to smoke one.The rating is just for construction issues,sorry but enough with these.",0.5,pancig,185:
"May 15, 2015",Hoyo de Monterrey  Petit Robusto,"Very good cigar, it smokes very well with some
flavour development. It's tasty and elegant, light and consistent. I'm not a Hoyo fan but i loved this petit robusto. A must have in my humidor. Higly recomended.",5.0,joaozinho30,184:
"December 3, 2016",Hoyo de Monterrey  Palmas Extra,"  For the price point and compared to others in it's size class, these cigars are really terrific. I think they get a few points knocked off because they are mixed filler but does that really matter at $3 a cigar? Flavor profile is classic Cuban Hoyo with a blend of earth, wood and herbs. Medium bodied and great with a cup of coffee. I personally wouldn't smoke after a meal but to each their own. Pick up a box, you won't be disappointed.",4.0,jgarofalo3,29:
"November 29, 2015",Hoyo de Monterrey  Palmas Extra," I have a box , its from oct 2001 , i can say it's awesome.",0.0,alghrawy,28:
"August 1, 2015",Hoyo de Monterrey  Palmas Extra, Why this little gem doesn't get higher reviews I'll never know they are FANTASTIC! So please keep the reviews bad so I can keep buying them cheaper! One of the fly under the radar cigars for sure,0.0,hunter1974,27:
"May 4, 2013",Hoyo de Monterrey  Palmas Extra,  What a nice cigar! I buy only 3 in la casa del habano and I have a beautiful experience. This cigar is hand made(long filer) now!!! and they are now packed in cedar boxes of 25 without cellophane. The cigar are very good looking especially if they are dark. Very neat raper without veins better then on the much more expensive cigars... The taste are very clear Cuban woody which is good in my opinion. Only i have to blame that i have to re-light cigar but i am a slow smoker... In my opinion score is 10 first because of quality and second because of price.,5.0,markicman,26:
"May 1, 2012",Hoyo de Monterrey  Palmas Extra," Since mid 2002, this cigar is now available in the Hand Made format. :-D",0.0,jenkinschristopher,25:
"April 14, 2007",Hoyo de Monterrey  Particulares LE 2001,One of the best smoking experience that I ever had. A cigar that deserve every second you give him.,4.5,spawn,5:
"November 24, 2004",Hoyo de Monterrey  Particulares LE 2001,"Despite some draw problems so common in A-sized cigars, this cigar commands full score since the quality of the tobacco is nothing short of magical.  We are beyond analyzing taste and aroma here.  This cigar is just full of life.",5.0,tang,4:
"July 12, 2004",Hoyo de Monterrey  Particulares LE 2001,"I smoked one on my wedding day May last year after having waited for them to arrive for two years. It was worth the wait. Smooth, not overpowering, no burning feeling at all. A perfect way to end a perfect day!!
I have 4 left for other special occasions.

",4.5,rob-texier,3:
"November 18, 2003",Hoyo de Monterrey  Particulares LE 2001,Beautiful oily reasonably dark finish on the wrapper and overall excellent presentation. The draw was smooth and the flavours sweet and vibrant. The smoke was concentrated and creamy. A truly great cigar.,5.0,dave-chadwick,2:
"July 17, 2008",Hoyo de Monterrey  Monterrey, I hope to see this come true in more quantity out of all the hoyos this is the discontinued one that looks the coolest LOL. to reviewer #2 Hope it smokes well post a review when you do they are made to be burned and I hope this one burns well and tasts well too! Ill keep my eyes out for this one and if I get one I'll spark that baby and rewiew it right away!,0.0,beatnik,3:
"June 25, 2007",Hoyo de Monterrey  Monterrey," Unfortunately no review - but this Hoyos are still produced - I've found two which were from a 2003 box (unfortunately there were only two left)!

And until now I hadn't the heart to smoke one!

Just one thing: they are looking just gorgeous!",0.0,artisan-bartending,2:
"November 20, 2013",Hoyo de Monterrey  Particulares,"  Rich, mellow tobacco flavors with subtle complexity that progresses through vanilla, a touch of anise, cinnamon, pear with variations all along the way...but overall it is the wonderful tobacco taste and aromas that make this a magnificent cigar.",5.0,miskis,11:
"March 12, 2011",Hoyo de Monterrey  Particulares,"  Box of 5 arrived today Oct/02. Great construction and nice even burn. Slightly oily wrapper- a flintstone size length. The
aroma on this cigar is ambrosia-floral and exotic wood flavors- medium mild strength. A tightly rolled cigar which likely accounts for the tight draw with little smoke produced which almost spoils the integrity of the whole cigar. If this drew well, it would be a 10+. I will wait to rate this cigar until I have tried several others.",0.0,neuticles,9:
"February 22, 2011",Hoyo de Monterrey  Particulares,"  i bought a box of five of these coffined ladies at Marina Hemmingway in Havana in 2004 (stamped 2002) and am smoking my second to last tonight, February 21, 2011. During the interim I have kept the in my humidor, smoking one every couple of years to test how they age - and do they ever age well! 7 years after leaving Cuba and their character remains - smooth, still oily wrapper, medium flavour, smooth draw with definite hints of leather, subtle vanilla, slightly sweet, strong coffee flavour! A great find...i'll let you know how the last one tastes in a few years!",5.0,cohibacanuck,8:
"July 11, 2009",Hoyo de Monterrey  Particulares,"  just got a box.. when i slid back the lid i felt like i was opening king tut's tomb...pretty good stick... super woody, pulled like a champ, not compex at all.  good for a gift or camping.. the monti (A) destroys this smoke",3.5,dukeofnj777,7:
"December 4, 2011",Hoyo de Monterrey  Le Hoyo du Roi,A fine cigar. Starts off with hits of exotic wood and slips into a nice sweet sugar flavour and the earthy finish rounded off a tasty smoke for the afternoon.,4.5,marcel-z,17:
"December 4, 2011",Hoyo de Monterrey  Le Hoyo du Roi,A fine cigar. Starts off with hits of exotic wood and slips into a nice sweet sugar flavour and the earthy finish rounded off a tasty smoke for the afternoon.,4.5,marcel-z,16:
"June 6, 2011",Hoyo de Monterrey  Le Hoyo du Roi,"bel sigaro da pomeriggio, dopo pranzo, con un distillato non troppo aggressivo.
piacevole e poco impegnativo lascia spazio ad altri piaceri ma sempre presente con classe",4.0,goethe66,15:
